Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
stOa Formal Ski Pant,stoa-formal-ski-pant,"A precision-tailored flared pant that merges formalwear construction with ski silhouette. Cut from a dense charcoal technical fabric with geometric seam topstitching at the thigh and hem — a signature stOa structural detail. Flat front waist with belt loops and rear welt pocket. Drop 02.",stOa,Apparel & Accessories > Clothing > Pants,Trousers,"stOa, Drop 02, Formal, Ski, Technical, Unisex, Trousers, Charcoal",TRUE,Active,STOA-02-FSP-S,,Size,S,,,,,,,689.00,,,,TRUE,,,,,,,shopify,10,DENY,420,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/02/3.png,1,stOa Formal Ski Pant — charcoal front view,,FALSE,stOa Formal Ski Pant — Drop 02,"Formal Ski Pant by stOa. Structured flared trousers in technical charcoal fabric with geometric topstitching. Drop 02 — available for 60 minutes.",charcoal,Apparel & Accessories > Clothing > Pants,Unisex,Adult (13+ years old),STOA-02-FSP,stOa Drops,Drop 02,New,FALSE,Drop 02,,,,
,stoa-formal-ski-pant,,,,,,,,,,,M,,,,,,,,689.00,,,,TRUE,,,,,,,shopify,10,DENY,440,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-formal-ski-pant,,,,,,,,,,,L,,,,,,,,689.00,,,,TRUE,,,,,,,shopify,10,DENY,460,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-formal-ski-pant,,,,,,,,,,,XL,,,,,,,,689.00,,,,TRUE,,,,,,,shopify,10,DENY,480,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
stOa Performal Shirt,stoa-performal-shirt,"A structured zip-up shirt built with the precision of athletic outerwear. White technical fabric shaped with sculpted seam lines along the chest, shoulders and back — creating a fitted corset-like silhouette. Full-length front zip, point collar, single chest pocket. Drop 03.",stOa,Apparel & Accessories > Clothing > Clothing Tops > Shirts,Shirt,"stOa, Drop 03, Technical, Shirt, White, Structured, Unisex",TRUE,Active,STOA-03-PS-S,,Size,S,,,,,,,419.00,,,,TRUE,,,,,,,shopify,10,DENY,380,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/03/4.png,1,stOa Performal Shirt — white front view,,FALSE,stOa Performal Shirt — Drop 03,"Performal Shirt by stOa. White technical zip-up shirt with sculpted seam construction. Drop 03 — available for 60 minutes.",white,Apparel & Accessories > Clothing > Shirts & Tops,Unisex,Adult (13+ years old),STOA-03-PS,stOa Drops,Drop 03,New,FALSE,Drop 03,,,,
,stoa-performal-shirt,,,,,,,,,,,M,,,,,,,,419.00,,,,TRUE,,,,,,,shopify,10,DENY,395,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-performal-shirt,,,,,,,,,,,L,,,,,,,,419.00,,,,TRUE,,,,,,,shopify,10,DENY,410,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-performal-shirt,,,,,,,,,,,XL,,,,,,,,419.00,,,,TRUE,,,,,,,shopify,10,DENY,425,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
stOa Rain Cape,stoa-rain-cape,"A dramatic over-garment that hybridises the technical rain cape with fashion outerwear. Dark slate grey rubberised fabric draped over a high turtleneck with a sculpted breastplate construction. Asymmetric side panel detailing and integrated front zip access. Drop 04.",stOa,Apparel & Accessories > Clothing > Outerwear,Cape,"stOa, Drop 04, Cape, Rain, Technical, Grey, Unisex, Outerwear",TRUE,Active,STOA-04-RC-S,,Size,S,,,,,,,589.00,,,,TRUE,,,,,,,shopify,10,DENY,600,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/04/3.png,1,stOa Rain Cape — dark grey front view,,FALSE,stOa Rain Cape — Drop 04,"Rain Cape by stOa. Sculptural dark grey rubberised cape with turtleneck and structured breastplate. Drop 04 — available for 60 minutes.",dark grey,Apparel & Accessories > Clothing > Outerwear,Unisex,Adult (13+ years old),STOA-04-RC,stOa Drops,Drop 04,New,FALSE,Drop 04,,,,
,stoa-rain-cape,,,,,,,,,,,M,,,,,,,,589.00,,,,TRUE,,,,,,,shopify,10,DENY,620,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-rain-cape,,,,,,,,,,,L,,,,,,,,589.00,,,,TRUE,,,,,,,shopify,10,DENY,640,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-rain-cape,,,,,,,,,,,XL,,,,,,,,589.00,,,,TRUE,,,,,,,shopify,10,DENY,660,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
stOa Structured Windbreaker,stoa-structured-windbreaker,"A technical windbreaker engineered for performance and form. Dark grey and black two-tone shell fabric with a close-fitted structured hood. Interior features a mesh harness lining in navy and grey. Zippered side pockets, hidden chest zip pocket. Drop 05.",stOa,Apparel & Accessories > Clothing > Outerwear,Jacket,"stOa, Drop 05, Windbreaker, Technical, Grey, Black, Unisex, Outerwear",TRUE,Active,STOA-05-SW-S,,Size,S,,,,,,,719.00,,,,TRUE,,,,,,,shopify,10,DENY,550,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/05/2.png,1,stOa Structured Windbreaker — dark grey hooded side view,,FALSE,stOa Structured Windbreaker — Drop 05,"Structured Windbreaker by stOa. Two-tone technical shell with harness interior lining and structured hood. Drop 05 — available for 60 minutes.",dark grey,Apparel & Accessories > Clothing > Outerwear,Unisex,Adult (13+ years old),STOA-05-SW,stOa Drops,Drop 05,New,FALSE,Drop 05,,,,
,stoa-structured-windbreaker,,,,,,,,,,,M,,,,,,,,719.00,,,,TRUE,,,,,,,shopify,10,DENY,570,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-structured-windbreaker,,,,,,,,,,,L,,,,,,,,719.00,,,,TRUE,,,,,,,shopify,10,DENY,590,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-structured-windbreaker,,,,,,,,,,,XL,,,,,,,,719.00,,,,TRUE,,,,,,,shopify,10,DENY,610,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
stOa Performal Vest,stoa-performal-vest,"A sleeveless technical vest stripped to its structural essentials. Black technical fabric with a stand collar, full-length front zip and sculpted curved seam lines across the back. Lightweight and packable with an internal mesh lining. Drop 06.",stOa,Apparel & Accessories > Clothing > Outerwear,Vest,"stOa, Drop 06, Vest, Technical, Black, Unisex, Outerwear",TRUE,Active,STOA-06-PV-S,,Size,S,,,,,,,389.00,,,,TRUE,,,,,,,shopify,10,DENY,300,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/06/2.png,1,stOa Performal Vest — black front view,,FALSE,stOa Performal Vest — Drop 06,"Performal Vest by stOa. Black technical sleeveless vest with sculpted back seam construction. Drop 06 — available for 60 minutes.",black,Apparel & Accessories > Clothing > Outerwear,Unisex,Adult (13+ years old),STOA-06-PV,stOa Drops,Drop 06,New,FALSE,Drop 06,,,,
,stoa-performal-vest,,,,,,,,,,,M,,,,,,,,389.00,,,,TRUE,,,,,,,shopify,10,DENY,315,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-performal-vest,,,,,,,,,,,L,,,,,,,,389.00,,,,TRUE,,,,,,,shopify,10,DENY,330,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,stoa-performal-vest,,,,,,,,,,,XL,,,,,,,,389.00,,,,TRUE,,,,,,,shopify,10,DENY,345,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
stOa Structured Blazer,stoa-structured-blazer,"A single-breasted blazer rebuilt through an athletic lens. Light grey wool-blend fabric with a peaked lapel, welt chest pocket and sculpted seam lines that create a three-dimensional body structure. Fully lined with a dark satin interior. Drop 07.",stOa,Apparel & Accessories > Clothing > Suits & Blazers,Blazer,"stOa, Drop 07, Blazer, Structured, Grey, Wool, Unisex, Formal",TRUE,Active,STOA-07-SB-S,,Size,S,,,,,,,1189.00,,,,TRUE,,,,,,,shopify,10,DENY,700,g,TRUE,manual,https://raw.githubusercontent.com/studiovedelago-ai/stoa/main/stOa%20product/Products/07/9.png,1,stOa Structured Blazer — light grey front view,,FALSE,stOa Structured Blazer — Drop 07,"Structured Blazer by stOa. Light grey wool-blend single-breasted blazer with sculpted 3D seam construction. Drop 07 — available for 60 minutes.",light grey,Apparel & Accessories > Clothing > Suits & Blazers,Unisex,Adult (13+ years old),STOA-07-SB,stOa Drops,Drop 07,New,FALSE,Drop 07,,,,
,stoa-structured-blazer,,,,,,,,,,,M,,,,,,,,1189.00,,,,TRUE,,,,,,,shopify,10,DENY,730,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
